Time of Detection,Latitude,Longitude,Vertical Speed,Acceleration X,Acceleration Y,Acceleration Z,Bearing Change Rate,Altitude Change Rate,Signal Strength,Frequency,PRI,Pulse Width,Electronic Warfare,IFF Code,Flight Plan,Communication Signals,Weapon Status,Number of Objects in Formation,Formation Type,Country of Origin,Object Behavior,Weather Conditions,Time of Day,Geographic Terrain,Proximity to Sensitive Locations,Current Air Traffic Density,Solar Activity,Sensor Reliability,Confidence Level (Detection),Confidence Level (Classification),Number of Sensors Detecting Object,Sensor ID
2025-03-07 10:29:19.784082,15.328861,100.600472,-33.92,-4.98,-4.07,2.15,-4.95,15.59,-91.62,1411278205.55,698.54,31.71,None,6409,"{'ID': 'FP7980', 'Departure': 'Airport_23', 'Arrival': 'Airport_49', 'Planned Altitude': 9177.31, 'Planned Speed': 281.69}","{'Frequency': 1209.91, 'Content': 'Encrypted', 'Language': 'Unknown'}",Unknown,3,Line Abreast,KR,Aggressive Maneuvers,"{'Visibility': 48213.2, 'Wind Speed': 12.83, 'Cloud Cover': 91.95}",Day,Coastal,62363.5,8,Medium,71.48,73.93,66.25,5,SENSOR_16
2025-03-07 07:51:25.784082,59.224655,146.646055,5.06,3.89,-1.5,-1.56,8.56,-18.71,-82.17,2089512789.2,245.18,82.3,Jamming,9164,"{'ID': 'FP7086', 'Departure': 'Airport_23', 'Arrival': 'Airport_27', 'Planned Altitude': 20233.35, 'Planned Speed': 720.19}","{'Frequency': 120.13, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,6,Line Abreast,IN,Direct Approach,"{'Visibility': 28994.72, 'Wind Speed': 19.85, 'Cloud Cover': 75.38}",Twilight,Coastal,80580.57,9,Medium,60.78,93.27,58.12,5,SENSOR_1
2025-03-08 01:16:16.784082,13.579263,87.021492,-10.68,2.54,3.55,3.63,1.92,19.5,-97.78,6699769926.74,764.85,9.9,Unknown,4353,"{'ID': 'FP6487', 'Departure': 'Airport_44', 'Arrival': 'Airport_20', 'Planned Altitude': 20481.45, 'Planned Speed': 523.15}","{'Frequency': 4967.3, 'Content': 'Encrypted', 'Language': 'English'}",Armed,2,Line Abreast,IN,Aggressive Maneuvers,"{'Visibility': 23599.12, 'Wind Speed': 20.29, 'Cloud Cover': 89.41}",Night,Mountainous,41104.72,94,Low,50.39,97.09,75.94,2,SENSOR_14
2025-03-07 14:31:18.784082,-3.619762,-41.508519,34.63,2.32,-4.62,-2.78,5.11,4.07,-92.87,8908658848.72,131.28,59.22,Spoofing,2863,"{'ID': 'FP7118', 'Departure': 'Airport_8', 'Arrival': 'Airport_34', 'Planned Altitude': 17846.02, 'Planned Speed': 431.71}","{'Frequency': 4332.73, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,1,None,DE,Direct Approach,"{'Visibility': 28386.88, 'Wind Speed': 15.36, 'Cloud Cover': 33.25}",Day,Flat,68193.46,71,Low,84.17,99.2,78.64,1,SENSOR_3
2025-03-06 23:10:59.784082,43.459076,-163.666568,35.42,2.94,-1.21,3.15,5.64,8.32,-91.57,4154961295.27,819.88,35.23,Spoofing,7759,"{'ID': 'FP2978', 'Departure': 'Airport_34', 'Arrival': 'Airport_38', 'Planned Altitude': 20250.62, 'Planned Speed': 556.87}","{'Frequency': 1901.09, 'Content': 'Standard', 'Language': 'English'}",Armed,4,Line Abreast,CN,Direct Approach,"{'Visibility': 30618.88, 'Wind Speed': 18.26, 'Cloud Cover': 20.3}",Day,Flat,97903.47,68,High,56.78,58.88,95.86,3,SENSOR_5
2025-03-07 06:57:14.784082,-61.700689,77.551023,-28.7,-2.09,3.34,-2.71,2.54,-13.75,-38.55,6273189553.19,312.36,28.13,Unknown,7107,"{'ID': 'FP2356', 'Departure': 'Airport_30', 'Arrival': 'Airport_49', 'Planned Altitude': 6585.08, 'Planned Speed': 319.04}","{'Frequency': 8648.48, 'Content': 'Standard', 'Language': 'English'}",Unknown,4,Echelon,CN,Direct Approach,"{'Visibility': 31454.72, 'Wind Speed': 1.57, 'Cloud Cover': 41.78}",Twilight,Coastal,8648.98,11,Medium,81.96,98.38,50.2,4,SENSOR_1
2025-03-06 22:45:51.784082,63.810265,-76.871157,22.2,-1.02,1.44,-3.97,-8.36,11.69,-78.96,2098705223.22,301.43,16.49,Spoofing,4786,"{'ID': 'FP3589', 'Departure': 'Airport_22', 'Arrival': 'Airport_4', 'Planned Altitude': 19924.26, 'Planned Speed': 600.5}","{'Frequency': 6611.4, 'Content': 'Standard', 'Language': 'English'}",Unarmed,6,Line Abreast,IR,Loitering,"{'Visibility': 12242.86, 'Wind Speed': 1.5, 'Cloud Cover': 49.5}",Day,Flat,10805.58,62,Medium,66.42,65.9,75.76,4,SENSOR_12
2025-03-07 07:04:56.784082,-54.707,148.1147,18.57,-4.52,0.21,4.04,0.04,-18.94,-98.07,2474929405.34,624.01,10.12,None,4970,"{'ID': 'FP9835', 'Departure': 'Airport_40', 'Arrival': 'Airport_11', 'Planned Altitude': 8504.27, 'Planned Speed': 439.65}","{'Frequency': 5381.91, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,Echelon,US,Direct Approach,"{'Visibility': 4892.25, 'Wind Speed': 16.0, 'Cloud Cover': 99.01}",Day,Mountainous,16969.97,64,Low,97.09,83.7,81.53,1,SENSOR_16
2025-03-07 04:04:05.784082,59.67035,48.592539,-17.07,2.19,0.54,-3.45,9.61,5.07,-23.58,2177377524.08,640.63,42.76,Spoofing,5573,"{'ID': 'FP5708', 'Departure': 'Airport_35', 'Arrival': 'Airport_43', 'Planned Altitude': 24169.01, 'Planned Speed': 683.85}","{'Frequency': 7647.64, 'Content': 'Encrypted', 'Language': 'English'}",Armed,1,None,CN,Aggressive Maneuvers,"{'Visibility': 9662.17, 'Wind Speed': 13.4, 'Cloud Cover': 5.92}",Day,Coastal,6508.12,45,Low,80.39,65.71,96.98,2,SENSOR_12
2025-03-07 09:43:43.784082,-46.185352,92.317241,43.96,4.52,-4.59,-3.45,-9.53,-11.05,-6.13,2375277557.36,332.02,30.96,Spoofing,5894,"{'ID': 'FP2098', 'Departure': 'Airport_41', 'Arrival': 'Airport_37', 'Planned Altitude': 27787.78, 'Planned Speed': 807.28}","{'Frequency': 3638.95, 'Content': 'Encrypted', 'Language': 'English'}",Armed,2,V-Formation,UK,Loitering,"{'Visibility': 1308.98, 'Wind Speed': 22.74, 'Cloud Cover': 41.21}",Day,Coastal,51124.11,64,Medium,77.72,97.73,93.1,3,SENSOR_18
2025-03-07 19:59:21.784082,63.695664,176.749742,-28.04,0.28,-3.87,-0.22,1.57,9.84,-5.4,4089573504.83,533.63,66.23,Jamming,1620,"{'ID': 'FP5194', 'Departure': 'Airport_40', 'Arrival': 'Airport_9', 'Planned Altitude': 23598.1, 'Planned Speed': 449.47}","{'Frequency': 6246.69, 'Content': 'Standard', 'Language': 'English'}",Unarmed,2,Line Abreast,IR,Aggressive Maneuvers,"{'Visibility': 44218.38, 'Wind Speed': 24.3, 'Cloud Cover': 91.14}",Twilight,Mountainous,15712.22,85,Medium,90.42,74.62,68.61,2,SENSOR_13
2025-03-07 00:34:34.784082,88.475982,-61.463568,-34.62,0.18,2.95,-0.55,-2.25,12.24,-19.51,5013427048.76,956.31,91.51,Unknown,9879,"{'ID': 'FP9306', 'Departure': 'Airport_48', 'Arrival': 'Airport_47', 'Planned Altitude': 26797.67, 'Planned Speed': 399.07}","{'Frequency': 1047.95, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,6,Echelon,RU,Loitering,"{'Visibility': 34891.61, 'Wind Speed': 17.87, 'Cloud Cover': 76.48}",Day,Coastal,62504.25,73,Low,58.15,55.18,51.52,5,SENSOR_11
2025-03-07 21:42:37.784082,34.58543,-113.015655,-16.06,-1.57,2.47,-1.81,1.05,-2.93,-6.8,3581248349.29,676.25,54.1,Spoofing,2118,"{'ID': 'FP6870', 'Departure': 'Airport_2', 'Arrival': 'Airport_11', 'Planned Altitude': 9687.26, 'Planned Speed': 786.72}","{'Frequency': 5529.04, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,Line Abreast,FR,Loitering,"{'Visibility': 6414.38, 'Wind Speed': 21.32, 'Cloud Cover': 24.54}",Day,Coastal,60878.07,15,High,55.15,50.53,53.99,5,SENSOR_16
2025-03-07 17:51:20.784082,-44.515676,-21.446004,-11.6,4.51,3.75,3.26,2.67,-14.97,-86.46,2183588673.82,117.63,3.75,Unknown,9749,"{'ID': 'FP2905', 'Departure': 'Airport_44', 'Arrival': 'Airport_15', 'Planned Altitude': 26239.71, 'Planned Speed': 562.69}","{'Frequency': 8490.78, 'Content': 'Standard', 'Language': 'English'}",Unarmed,1,None,FR,Loitering,"{'Visibility': 27105.57, 'Wind Speed': 13.52, 'Cloud Cover': 30.31}",Day,Coastal,52506.33,28,High,61.69,95.93,60.91,1,SENSOR_19
2025-03-07 09:58:15.784082,63.126811,109.499342,36.19,-3.95,3.9,-2.47,6.22,-15.32,-54.6,3038447471.95,139.81,95.37,None,7878,"{'ID': 'FP9478', 'Departure': 'Airport_5', 'Arrival': 'Airport_28', 'Planned Altitude': 17865.58, 'Planned Speed': 379.32}","{'Frequency': 7832.56, 'Content': 'Standard', 'Language': 'English'}",Unknown,2,Echelon,UK,Direct Approach,"{'Visibility': 10258.42, 'Wind Speed': 7.23, 'Cloud Cover': 37.15}",Day,Flat,74257.3,18,Medium,86.74,50.31,90.18,3,SENSOR_10
2025-03-07 17:43:21.784082,-11.142049,-112.25071,-12.59,3.87,-4.45,2.66,-2.38,-13.41,-24.59,8063097011.96,312.42,24.35,Spoofing,7450,"{'ID': 'FP2631', 'Departure': 'Airport_34', 'Arrival': 'Airport_24', 'Planned Altitude': 22889.65, 'Planned Speed': 569.77}","{'Frequency': 8781.71, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,Echelon,CN,Loitering,"{'Visibility': 45478.14, 'Wind Speed': 8.16, 'Cloud Cover': 5.42}",Twilight,Mountainous,79853.99,96,Medium,56.96,54.38,70.62,4,SENSOR_7
2025-03-07 23:31:08.784082,-14.910006,163.845318,-29.98,-2.04,-1.48,-4.34,-6.67,-13.53,-30.57,5895818806.04,18.0,3.07,Spoofing,3441,"{'ID': 'FP2466', 'Departure': 'Airport_44', 'Arrival': 'Airport_35', 'Planned Altitude': 5890.4, 'Planned Speed': 874.13}","{'Frequency': 5286.09, 'Content': 'Standard', 'Language': 'Unknown'}",Armed,1,None,PK,Aggressive Maneuvers,"{'Visibility': 26530.6, 'Wind Speed': 19.53, 'Cloud Cover': 56.46}",Night,Mountainous,5462.14,6,High,54.33,93.5,80.9,5,SENSOR_12
2025-03-07 23:37:43.784082,19.015608,-34.313552,39.46,-2.89,3.15,-4.71,-4.87,-5.61,-48.21,9001407446.07,813.35,93.16,Unknown,2930,"{'ID': 'FP2774', 'Departure': 'Airport_25', 'Arrival': 'Airport_21', 'Planned Altitude': 23391.44, 'Planned Speed': 247.31}","{'Frequency': 2939.14, 'Content': 'Standard', 'Language': 'English'}",Unknown,2,None,RU,Direct Approach,"{'Visibility': 44970.86, 'Wind Speed': 8.17, 'Cloud Cover': 46.96}",Day,Flat,26129.14,22,Medium,64.67,91.91,97.01,3,SENSOR_8
2025-03-07 13:03:43.784082,85.641983,-111.528534,11.9,-3.75,-0.25,-1.12,7.12,-4.94,-77.39,4107662237.45,650.76,77.49,None,7818,"{'ID': 'FP4032', 'Departure': 'Airport_43', 'Arrival': 'Airport_13', 'Planned Altitude': 30744.0, 'Planned Speed': 562.06}","{'Frequency': 4050.72, 'Content': 'Standard', 'Language': 'English'}",Armed,6,V-Formation,FR,Aggressive Maneuvers,"{'Visibility': 18979.3, 'Wind Speed': 4.77, 'Cloud Cover': 17.35}",Day,Flat,2249.6,61,Medium,58.49,73.13,74.37,1,SENSOR_8
2025-03-07 09:10:06.784082,43.802972,2.338015,37.53,-0.21,-2.29,-1.13,1.76,-13.06,-89.81,3549348184.46,48.18,9.52,None,7322,"{'ID': 'FP9372', 'Departure': 'Airport_43', 'Arrival': 'Airport_21', 'Planned Altitude': 14750.59, 'Planned Speed': 579.27}","{'Frequency': 2129.57, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,1,None,UK,Aggressive Maneuvers,"{'Visibility': 20217.1, 'Wind Speed': 6.23, 'Cloud Cover': 26.13}",Twilight,Flat,3904.93,59,Medium,63.6,60.35,92.2,2,SENSOR_14
2025-03-07 19:34:09.784082,-79.242753,-63.435091,32.5,-1.19,3.17,3.41,-3.04,-14.67,-33.45,6329256757.57,125.92,96.79,Spoofing,5722,"{'ID': 'FP5408', 'Departure': 'Airport_26', 'Arrival': 'Airport_39', 'Planned Altitude': 27625.72, 'Planned Speed': 740.63}","{'Frequency': 5824.62, 'Content': 'Standard', 'Language': 'English'}",Unarmed,1,None,RU,Direct Approach,"{'Visibility': 23677.37, 'Wind Speed': 23.18, 'Cloud Cover': 80.31}",Twilight,Mountainous,61723.32,23,High,70.23,68.53,96.19,2,SENSOR_12
2025-03-07 05:22:00.784082,-42.758253,75.796095,-36.76,4.8,0.1,-3.09,-3.6,-4.4,-70.99,7071740392.62,996.73,14.86,Jamming,8286,"{'ID': 'FP3574', 'Departure': 'Airport_29', 'Arrival': 'Airport_29', 'Planned Altitude': 30084.95, 'Planned Speed': 242.24}","{'Frequency': 9615.71, 'Content': 'Standard', 'Language': 'English'}",Unarmed,5,Echelon,KR,Aggressive Maneuvers,"{'Visibility': 24379.44, 'Wind Speed': 1.92, 'Cloud Cover': 42.51}",Day,Flat,5008.06,70,Low,92.35,81.15,58.4,4,SENSOR_5
2025-03-07 23:19:24.784082,-8.901909,-72.05231,-34.59,0.26,-4.84,2.25,8.41,-12.46,-50.9,4366190247.88,501.94,57.52,Jamming,7088,"{'ID': 'FP6954', 'Departure': 'Airport_25', 'Arrival': 'Airport_48', 'Planned Altitude': 31835.72, 'Planned Speed': 776.09}","{'Frequency': 1153.94, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,FR,Aggressive Maneuvers,"{'Visibility': 46040.76, 'Wind Speed': 29.61, 'Cloud Cover': 36.68}",Twilight,Mountainous,31518.05,62,High,73.16,60.15,52.67,3,SENSOR_10
2025-03-07 17:33:06.784082,-17.53629,-5.81947,-3.76,-3.83,3.25,2.74,2.45,19.99,-57.13,6782131073.64,258.55,46.43,None,7771,"{'ID': 'FP6536', 'Departure': 'Airport_22', 'Arrival': 'Airport_23', 'Planned Altitude': 32388.98, 'Planned Speed': 737.33}","{'Frequency': 2092.22, 'Content': 'Standard', 'Language': 'English'}",Unarmed,1,None,FR,Loitering,"{'Visibility': 25429.54, 'Wind Speed': 23.38, 'Cloud Cover': 10.78}",Day,Flat,26193.38,30,Low,86.91,51.39,62.16,3,SENSOR_1
2025-03-06 22:32:16.784082,87.710756,-175.429115,37.1,-1.84,0.54,-2.91,1.0,-9.2,-87.93,8154420990.53,392.78,23.93,None,6618,"{'ID': 'FP7208', 'Departure': 'Airport_31', 'Arrival': 'Airport_5', 'Planned Altitude': 4241.69, 'Planned Speed': 877.85}","{'Frequency': 698.2, 'Content': 'Standard', 'Language': 'Unknown'}",Armed,4,Echelon,CN,Loitering,"{'Visibility': 23158.41, 'Wind Speed': 14.17, 'Cloud Cover': 41.14}",Day,Coastal,99104.64,99,Medium,66.3,92.03,81.16,5,SENSOR_16
2025-03-07 22:26:33.784082,66.80978,131.490783,-16.14,1.0,3.53,4.65,6.88,13.56,-15.08,1353136197.39,969.9,46.86,Unknown,4483,"{'ID': 'FP4949', 'Departure': 'Airport_11', 'Arrival': 'Airport_5', 'Planned Altitude': 35342.95, 'Planned Speed': 511.03}","{'Frequency': 4791.04, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,6,Echelon,RU,Aggressive Maneuvers,"{'Visibility': 2524.21, 'Wind Speed': 16.74, 'Cloud Cover': 52.37}",Twilight,Coastal,45225.11,100,Medium,79.73,56.34,95.42,2,SENSOR_12
2025-03-07 14:17:14.784082,13.996003,-92.130606,40.16,-0.71,4.77,-3.59,3.73,-7.72,-85.55,3417976434.55,786.59,14.42,None,7700,"{'ID': 'FP2976', 'Departure': 'Airport_9', 'Arrival': 'Airport_7', 'Planned Altitude': 30266.14, 'Planned Speed': 484.0}","{'Frequency': 131.25, 'Content': 'Standard', 'Language': 'English'}",Unarmed,2,None,CN,Aggressive Maneuvers,"{'Visibility': 7924.26, 'Wind Speed': 25.65, 'Cloud Cover': 0.11}",Night,Flat,42962.04,48,High,75.83,81.44,55.49,4,SENSOR_12
2025-03-07 06:52:08.784082,86.479101,-178.94179,-39.73,4.71,-0.72,-1.06,-7.84,19.98,-84.98,8265513183.99,90.55,43.56,None,7365,"{'ID': 'FP5334', 'Departure': 'Airport_10', 'Arrival': 'Airport_5', 'Planned Altitude': 19566.12, 'Planned Speed': 603.63}","{'Frequency': 5688.78, 'Content': 'Standard', 'Language': 'English'}",Unarmed,2,Echelon,PK,Direct Approach,"{'Visibility': 562.22, 'Wind Speed': 11.97, 'Cloud Cover': 7.46}",Twilight,Flat,9652.49,45,Low,59.78,59.48,85.94,1,SENSOR_13
2025-03-07 10:54:56.784082,38.408538,-49.607434,-41.62,3.66,-0.81,1.02,-5.62,4.93,-52.19,2573297462.35,845.27,44.13,Spoofing,3858,"{'ID': 'FP3851', 'Departure': 'Airport_24', 'Arrival': 'Airport_44', 'Planned Altitude': 22020.61, 'Planned Speed': 407.28}","{'Frequency': 7693.84, 'Content': 'Standard', 'Language': 'English'}",Unarmed,1,None,DE,Aggressive Maneuvers,"{'Visibility': 13546.58, 'Wind Speed': 28.0, 'Cloud Cover': 54.9}",Twilight,Flat,54992.65,79,High,56.76,83.27,91.52,2,SENSOR_4
2025-03-07 00:40:41.784082,-2.344782,10.50797,-48.58,3.91,-1.73,0.29,9.93,-4.85,-97.61,4164987186.03,946.4,34.59,None,3118,"{'ID': 'FP9042', 'Departure': 'Airport_50', 'Arrival': 'Airport_29', 'Planned Altitude': 24438.82, 'Planned Speed': 593.97}","{'Frequency': 3816.97, 'Content': 'Standard', 'Language': 'English'}",Armed,2,None,FR,Direct Approach,"{'Visibility': 46970.84, 'Wind Speed': 1.51, 'Cloud Cover': 39.55}",Twilight,Coastal,89819.42,45,Low,73.79,87.78,72.14,1,SENSOR_19
2025-03-07 14:24:40.784082,5.65853,-108.454374,15.49,-2.81,-4.33,1.43,-1.98,9.4,-31.43,2143837768.12,644.07,6.45,Unknown,8761,"{'ID': 'FP1585', 'Departure': 'Airport_40', 'Arrival': 'Airport_7', 'Planned Altitude': 9157.3, 'Planned Speed': 307.47}","{'Frequency': 6543.55, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,V-Formation,CN,Direct Approach,"{'Visibility': 34012.68, 'Wind Speed': 29.21, 'Cloud Cover': 70.96}",Day,Mountainous,74602.07,94,Low,71.6,71.48,77.04,1,SENSOR_15
2025-03-07 15:49:35.784082,88.132453,73.997305,21.68,-1.05,4.54,-4.29,1.28,3.48,-41.07,7609347073.4,516.04,8.37,Unknown,5908,"{'ID': 'FP6860', 'Departure': 'Airport_2', 'Arrival': 'Airport_39', 'Planned Altitude': 2035.13, 'Planned Speed': 852.19}","{'Frequency': 9593.18, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,None,PK,Loitering,"{'Visibility': 45988.77, 'Wind Speed': 29.65, 'Cloud Cover': 58.65}",Twilight,Flat,42331.84,56,High,68.04,94.22,73.13,1,SENSOR_11
2025-03-07 14:54:30.784082,-87.50767,140.793939,-30.45,-4.1,0.23,4.64,-3.13,8.4,-39.73,3021869604.59,98.93,33.02,None,8963,"{'ID': 'FP7224', 'Departure': 'Airport_46', 'Arrival': 'Airport_50', 'Planned Altitude': 6063.69, 'Planned Speed': 853.72}","{'Frequency': 6104.98, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,V-Formation,FR,Aggressive Maneuvers,"{'Visibility': 43914.45, 'Wind Speed': 13.64, 'Cloud Cover': 36.28}",Day,Coastal,7510.94,77,Medium,71.6,83.13,62.99,4,SENSOR_6
2025-03-07 05:54:48.784082,-10.374479,-176.438967,-42.33,-1.64,1.54,2.88,6.66,0.46,-40.03,6010131580.13,875.73,7.92,Spoofing,5919,"{'ID': 'FP2472', 'Departure': 'Airport_4', 'Arrival': 'Airport_27', 'Planned Altitude': 21838.14, 'Planned Speed': 286.33}","{'Frequency': 2489.28, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,Echelon,UK,Aggressive Maneuvers,"{'Visibility': 27948.11, 'Wind Speed': 28.59, 'Cloud Cover': 14.69}",Twilight,Flat,18789.13,40,Low,67.62,63.39,78.45,1,SENSOR_20
2025-03-07 11:29:29.784082,-15.621252,-161.583569,-43.17,3.22,-1.1,-3.71,-6.33,-6.32,-39.77,4066059373.41,2.99,14.79,Unknown,1868,"{'ID': 'FP9214', 'Departure': 'Airport_47', 'Arrival': 'Airport_46', 'Planned Altitude': 13030.84, 'Planned Speed': 527.24}","{'Frequency': 7094.75, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,4,V-Formation,RU,Loitering,"{'Visibility': 25645.76, 'Wind Speed': 21.84, 'Cloud Cover': 26.32}",Day,Coastal,15380.59,72,High,99.69,74.14,87.29,1,SENSOR_8
2025-03-07 06:28:52.784082,-13.408608,-1.536553,7.7,-3.9,-1.27,-3.53,0.3,-7.39,-88.65,1985848994.13,81.65,36.08,Spoofing,6733,"{'ID': 'FP4075', 'Departure': 'Airport_16', 'Arrival': 'Airport_50', 'Planned Altitude': 13140.62, 'Planned Speed': 809.25}","{'Frequency': 4442.98, 'Content': 'Standard', 'Language': 'English'}",Unknown,2,Line Abreast,IR,Direct Approach,"{'Visibility': 5164.99, 'Wind Speed': 29.76, 'Cloud Cover': 83.53}",Day,Mountainous,79606.5,61,High,65.69,62.14,87.48,2,SENSOR_5
2025-03-07 08:10:25.784082,-49.218764,132.814861,-9.34,-0.47,3.81,-3.68,-9.49,-18.23,-43.18,2868315033.55,221.2,57.45,Spoofing,6994,"{'ID': 'FP1352', 'Departure': 'Airport_29', 'Arrival': 'Airport_45', 'Planned Altitude': 38247.34, 'Planned Speed': 398.46}","{'Frequency': 4533.96, 'Content': 'Standard', 'Language': 'English'}",Unknown,4,Echelon,IR,Aggressive Maneuvers,"{'Visibility': 33733.98, 'Wind Speed': 1.28, 'Cloud Cover': 9.55}",Twilight,Mountainous,58705.42,69,Low,54.98,96.14,89.13,3,SENSOR_20
2025-03-07 20:22:14.784082,-86.316293,-18.971666,-5.74,4.29,0.41,-2.73,-0.79,6.92,-77.01,8485526702.37,984.13,77.59,None,2986,"{'ID': 'FP8807', 'Departure': 'Airport_43', 'Arrival': 'Airport_50', 'Planned Altitude': 37345.46, 'Planned Speed': 598.29}","{'Frequency': 1944.77, 'Content': 'Standard', 'Language': 'Unknown'}",Unarmed,4,Line Abreast,IR,Direct Approach,"{'Visibility': 31657.22, 'Wind Speed': 16.62, 'Cloud Cover': 65.88}",Night,Coastal,4292.5,91,High,77.47,90.77,79.03,5,SENSOR_11
2025-03-08 01:59:25.784082,49.095732,-148.354204,23.0,-2.04,2.15,1.74,-1.86,-6.78,-20.17,8676605716.2,611.69,33.05,Spoofing,4110,"{'ID': 'FP3239', 'Departure': 'Airport_29', 'Arrival': 'Airport_17', 'Planned Altitude': 10043.33, 'Planned Speed': 788.83}","{'Frequency': 2053.76, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,Line Abreast,DE,Loitering,"{'Visibility': 13465.08, 'Wind Speed': 24.76, 'Cloud Cover': 45.28}",Twilight,Coastal,35606.11,30,High,73.22,71.2,92.16,5,SENSOR_19
2025-03-07 19:15:17.784082,88.492324,-163.643671,5.8,0.63,-2.96,3.96,2.66,-9.68,-49.56,1275832320.68,297.97,79.04,Unknown,9734,"{'ID': 'FP1226', 'Departure': 'Airport_5', 'Arrival': 'Airport_16', 'Planned Altitude': 5282.08, 'Planned Speed': 457.71}","{'Frequency': 5523.91, 'Content': 'Standard', 'Language': 'English'}",Unarmed,5,Line Abreast,IN,Aggressive Maneuvers,"{'Visibility': 42919.49, 'Wind Speed': 0.65, 'Cloud Cover': 34.07}",Day,Flat,34383.83,31,Low,64.53,85.44,76.44,1,SENSOR_18
2025-03-07 07:46:15.784082,5.305196,40.858615,-3.54,0.69,-0.67,-1.68,8.64,9.16,-75.91,7360159866.26,103.08,52.61,Unknown,7432,"{'ID': 'FP7119', 'Departure': 'Airport_22', 'Arrival': 'Airport_31', 'Planned Altitude': 33487.54, 'Planned Speed': 281.96}","{'Frequency': 6520.31, 'Content': 'Encrypted', 'Language': 'English'}",Armed,1,None,PK,Aggressive Maneuvers,"{'Visibility': 18504.94, 'Wind Speed': 7.75, 'Cloud Cover': 82.21}",Day,Coastal,26662.14,5,Medium,83.74,55.02,72.09,2,SENSOR_11
2025-03-07 07:36:03.784082,12.759025,147.134008,40.47,-1.06,-4.37,-1.17,-7.52,-4.98,-33.9,1324184421.22,583.88,97.49,Spoofing,5764,"{'ID': 'FP5697', 'Departure': 'Airport_37', 'Arrival': 'Airport_19', 'Planned Altitude': 6961.68, 'Planned Speed': 314.07}","{'Frequency': 9787.9, 'Content': 'Standard', 'Language': 'English'}",Unarmed,1,None,CN,Loitering,"{'Visibility': 44833.48, 'Wind Speed': 17.86, 'Cloud Cover': 17.7}",Day,Mountainous,22373.23,70,Low,89.31,87.94,72.46,4,SENSOR_11
2025-03-07 00:18:07.784082,47.156734,135.759126,-7.77,-1.27,3.29,3.33,6.53,-11.38,-2.49,1770740679.64,372.36,57.19,Unknown,2736,"{'ID': 'FP4257', 'Departure': 'Airport_17', 'Arrival': 'Airport_8', 'Planned Altitude': 31261.74, 'Planned Speed': 355.22}","{'Frequency': 3344.43, 'Content': 'Standard', 'Language': 'English'}",Unarmed,6,Line Abreast,KR,Aggressive Maneuvers,"{'Visibility': 24489.28, 'Wind Speed': 6.88, 'Cloud Cover': 7.22}",Twilight,Flat,19765.49,85,Low,53.32,89.66,52.57,3,SENSOR_9
2025-03-08 01:38:01.784082,-76.135364,-94.537464,13.81,1.32,3.94,2.61,0.34,1.83,-78.32,7647835520.73,41.11,90.02,None,5603,"{'ID': 'FP2671', 'Departure': 'Airport_9', 'Arrival': 'Airport_11', 'Planned Altitude': 35509.88, 'Planned Speed': 512.13}","{'Frequency': 6765.13, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,V-Formation,KR,Loitering,"{'Visibility': 16855.13, 'Wind Speed': 3.21, 'Cloud Cover': 73.81}",Night,Coastal,84805.44,90,High,62.52,59.82,97.35,2,SENSOR_2
2025-03-07 07:11:42.784082,-17.511514,-28.571348,-39.5,-2.5,2.58,-2.12,0.75,-17.62,-87.53,3776240351.74,807.99,32.43,Spoofing,8854,"{'ID': 'FP4955', 'Departure': 'Airport_8', 'Arrival': 'Airport_35', 'Planned Altitude': 16681.37, 'Planned Speed': 880.04}","{'Frequency': 8987.99, 'Content': 'Standard', 'Language': 'English'}",Unarmed,6,Line Abreast,CN,Direct Approach,"{'Visibility': 24341.85, 'Wind Speed': 17.31, 'Cloud Cover': 31.23}",Day,Flat,52654.42,92,Low,81.21,81.06,79.94,4,SENSOR_18
2025-03-07 22:17:27.784082,-61.92229,-23.818237,-10.63,0.86,2.17,0.75,-5.2,-3.55,-98.43,2559380384.72,840.92,39.14,Unknown,7869,"{'ID': 'FP7560', 'Departure': 'Airport_17', 'Arrival': 'Airport_43', 'Planned Altitude': 7438.64, 'Planned Speed': 655.18}","{'Frequency': 6338.02, 'Content': 'Standard', 'Language': 'English'}",Unarmed,5,V-Formation,PK,Loitering,"{'Visibility': 11491.23, 'Wind Speed': 27.78, 'Cloud Cover': 39.6}",Night,Flat,16733.22,66,Low,54.9,87.71,51.76,4,SENSOR_5
